Name,Email,Financial Status,Paid at,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku,Billing Name,Billing City,Billing Province,Billing Zip,Billing Country,Shipping Name,Shipping City,Shipping Province,Shipping Zip,Shipping Country
#JC2310,justin.burgess@hotmail.com,paid,2025-11-19T13:54:07-07:00,USD,27.99,0.0,2.67,30.66,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Justin Burgess,New Lukehaven,MO,90757,US,Justin Burgess,New Lukehaven,MO,90757,US
#JC2311,david.shea@hotmail.com,paid,2025-12-11T03:08:14-07:00,USD,53.98,0.0,4.76,58.74,,0.0,2,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,David Shea,Welchborough,TN,65384,US,David Shea,Welchborough,TN,65384,US
#JC2312,,paid,2025-11-15T05:14:46-08:00,USD,26.99,9.99,1.98,38.96,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Kelly Levy,Ericborough,MI,96531,US,Kelly Levy,Ericborough,MI,96531,US
#JC2312,,paid,2025-11-15T05:14:46-08:00,USD,27.99,0.0,2.02,30.01,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Kelly Levy,Ericborough,MI,96531,US,Kelly Levy,Ericborough,MI,96531,US
#JC2313,sarah.walker@hotmail.com,paid,2025-01-07T01:52:32-08:00,USD,27.99,0.0,1.7,29.69,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Sarah Walker,Port Kimberlyfort,WA,95842,US,Sarah Walker,Port Kimberlyfort,WA,95842,US
#JC2313,sarah.walker@hotmail.com,paid,2025-01-07T01:52:32-08:00,USD,26.99,7.99,2.67,37.65,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Sarah Walker,Port Kimberlyfort,WA,95842,US,Sarah Walker,Port Kimberlyfort,WA,95842,US
#JC2314,philip.joyce@hotmail.com,paid,2025-07-25T05:56:28-07:00,USD,19.99,5.99,1.56,27.54,,0.0,1,Travel Mug,19.99,travel-mug,Philip Joyce,North Amy,OR,44726,US,Philip Joyce,North Amy,OR,44726,US
#JC2315,roberto.kennedy@yahoo.com,paid,2025-05-25T12:43:33-08:00,USD,59.99,9.99,3.75,73.73,,0.0,1,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Roberto Kennedy,Myershaven,CT,95758,US,Roberto Kennedy,Myershaven,CT,95758,US
#JC2316,justin.horton@gmail.com,paid,2025-01-21T12:43:13-06:00,USD,59.99,9.99,3.55,55.53,FLASH30,18.0,1,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Justin Horton,Davismouth,FL,99102,US,Justin Horton,Davismouth,FL,99102,US
#JC2316,justin.horton@gmail.com,paid,2025-01-21T12:43:13-06:00,USD,44.99,5.99,1.92,39.4,FLASH30,13.5,1,Starter Kit,44.99,starter-kit,Justin Horton,Davismouth,FL,99102,US,Justin Horton,Davismouth,FL,99102,US
#JC2317,lacey.glenn@gmail.com,paid,2025-07-24T16:53:30-05:00,USD,62.99,5.99,3.7,72.68,,0.0,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Lacey Glenn,Stephenburgh,MN,76150,US,Lacey Glenn,Stephenburgh,MN,76150,US
#JC2317,lacey.glenn@gmail.com,paid,2025-07-24T16:53:30-05:00,USD,59.99,7.99,5.33,73.31,,0.0,1,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Lacey Glenn,Stephenburgh,MN,76150,US,Lacey Glenn,Stephenburgh,MN,76150,US
#JC2318,devin.dominguez@yahoo.com,paid,2025-04-12T00:43:33-06:00,USD,24.99,7.99,2.22,35.2,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Devin Dominguez,East Jeffery,MD,98592,US,Devin Dominguez,East Jeffery,MD,98592,US
#JC2319,james.curtis@yahoo.com,paid,2025-05-22T20:47:20-08:00,USD,26.99,5.99,1.94,34.92,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,James Curtis,Lake Kristenberg,AL,49856,US,James Curtis,Lake Kristenberg,AL,49856,US
#JC2320,stephanie.simmons@gmail.com,paid,2025-02-23T00:15:53-07:00,USD,39.98,5.99,2.12,48.09,,0.0,2,Travel Mug,19.99,travel-mug,Stephanie Simmons,North Michaelfort,IL,24045,US,Stephanie Simmons,North Michaelfort,IL,24045,US
#JC2321,sierra.wilson@hotmail.com,paid,2025-03-31T20:09:30-05:00,USD,59.97,0.0,4.26,64.23,,0.0,3,Travel Mug,19.99,travel-mug,Sierra Wilson,Brittneyberg,FL,82679,US,Sierra Wilson,Brittneyberg,FL,82679,US
#JC2321,sierra.wilson@hotmail.com,paid,2025-03-31T20:09:30-05:00,USD,26.99,7.99,1.56,36.54,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Sierra Wilson,Brittneyberg,FL,82679,US,Sierra Wilson,Brittneyberg,FL,82679,US
#JC2322,jennifer.sanchez@gmail.com,paid,2025-11-12T03:18:17-08:00,USD,54.99,5.99,2.78,55.51,SUMMER15,8.25,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Jennifer Sanchez,South Tracy,GA,90676,US,Jennifer Sanchez,South Tracy,GA,90676,US
#JC2323,caitlyn.thompson@hotmail.com,paid,2025-12-24T13:36:50-05:00,USD,59.99,0.0,5.6,65.59,,0.0,1,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Caitlyn Thompson,Parsonsland,CT,61275,US,Caitlyn Thompson,Parsonsland,CT,61275,US
#JC2324,michelle.santos@yahoo.com,paid,2025-06-29T00:58:13-05:00,USD,55.98,7.99,4.43,68.4,,0.0,2,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Michelle Santos,Richardsonville,OH,15787,US,Michelle Santos,Richardsonville,OH,15787,US
#JC2325,christopher.burns@hotmail.com,paid,2025-03-14T14:11:16-07:00,USD,19.99,5.99,1.92,27.9,,0.0,1,Travel Mug,19.99,travel-mug,Christopher Burns,North Brenda,GA,75556,US,Christopher Burns,North Brenda,GA,75556,US
#JC2325,christopher.burns@hotmail.com,paid,2025-03-14T14:11:16-07:00,USD,26.99,5.99,2.64,35.62,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Christopher Burns,North Brenda,GA,75556,US,Christopher Burns,North Brenda,GA,75556,US
#JC2326,timothy.benson@gmail.com,paid,2025-01-13T10:16:03-06:00,USD,62.99,5.99,3.22,53.3,FLASH30,18.9,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Timothy Benson,South Todd,WI,84989,US,Timothy Benson,South Todd,WI,84989,US
#JC2326,timothy.benson@gmail.com,paid,2025-01-13T10:16:03-06:00,USD,59.99,9.99,2.48,54.46,FLASH30,18.0,1,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Timothy Benson,South Todd,WI,84989,US,Timothy Benson,South Todd,WI,84989,US
#JC2327,jacqueline.evans@gmail.com,paid,2025-11-06T18:07:52-08:00,USD,49.99,9.99,4.29,64.27,,0.0,1,Variety Pack,49.99,variety-pack,Jacqueline Evans,West Bryanside,CO,24734,US,Jacqueline Evans,West Bryanside,CO,24734,US
#JC2328,richard.haynes@yahoo.com,paid,2025-06-21T10:52:10-08:00,USD,59.99,7.99,3.07,71.05,,0.0,1,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Richard Haynes,Brownshire,MO,71146,US,Richard Haynes,Brownshire,MO,71146,US
#JC2328,richard.haynes@yahoo.com,paid,2025-06-21T10:52:10-08:00,USD,109.98,9.99,7.16,127.13,,0.0,2,Original Concentrate 18oz,54.99,original-concentrate-18oz,Richard Haynes,Brownshire,MO,71146,US,Richard Haynes,Brownshire,MO,71146,US
#JC2329,jennifer.tyler@gmail.com,paid,2025-01-24T15:23:48-08:00,USD,59.99,5.99,4.79,70.77,,0.0,1,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Jennifer Tyler,Lake Priscilla,CA,24181,US,Jennifer Tyler,Lake Priscilla,CA,24181,US
#JC2330,michelle.neal@gmail.com,paid,2025-03-25T02:57:23-07:00,USD,26.99,5.99,1.82,34.8,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Michelle Neal,Mcbrideville,GA,05631,US,Michelle Neal,Mcbrideville,GA,05631,US
#JC2330,michelle.neal@gmail.com,paid,2025-03-25T02:57:23-07:00,USD,59.99,5.99,3.52,69.5,,0.0,1,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Michelle Neal,Mcbrideville,GA,05631,US,Michelle Neal,Mcbrideville,GA,05631,US
#JC2331,david.harris@gmail.com,paid,2025-12-08T11:04:02-06:00,USD,26.99,7.99,1.21,28.09,FLASH30,8.1,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,David Harris,New Jonathanton,CT,11591,US,David Harris,New Jonathanton,CT,11591,US
#JC2331,david.harris@gmail.com,paid,2025-12-08T11:04:02-06:00,USD,39.98,0.0,1.72,29.71,FLASH30,11.99,2,Travel Mug,19.99,travel-mug,David Harris,New Jonathanton,CT,11591,US,David Harris,New Jonathanton,CT,11591,US
#JC2332,tina.hunter@yahoo.com,paid,2025-06-17T17:51:35-07:00,USD,27.99,5.99,2.23,36.21,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Tina Hunter,South Tiffany,OH,86767,US,Tina Hunter,South Tiffany,OH,86767,US
#JC2332,tina.hunter@yahoo.com,paid,2025-06-17T17:51:35-07:00,USD,26.99,0.0,1.82,28.81,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Tina Hunter,South Tiffany,OH,86767,US,Tina Hunter,South Tiffany,OH,86767,US
#JC2333,aaron.turner@hotmail.com,paid,2025-10-18T20:14:07-06:00,USD,53.98,9.99,2.48,50.26,FLASH30,16.19,2,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Aaron Turner,Donnamouth,KY,18832,US,Aaron Turner,Donnamouth,KY,18832,US
#JC2334,barbara.neal@hotmail.com,paid,2025-11-20T19:08:03-05:00,USD,24.99,0.0,2.38,27.37,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Barbara Neal,Catherinehaven,TN,28005,US,Barbara Neal,Catherinehaven,TN,28005,US
#JC2335,hailey.bates@gmail.com,paid,2025-05-20T08:41:05-06:00,USD,62.99,9.99,3.67,67.2,SUMMER15,9.45,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Hailey Bates,North Jacob,NJ,39784,US,Hailey Bates,North Jacob,NJ,39784,US
#JC2335,hailey.bates@gmail.com,paid,2025-05-20T08:41:05-06:00,USD,53.98,5.99,4.46,56.33,SUMMER15,8.1,2,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Hailey Bates,North Jacob,NJ,39784,US,Hailey Bates,North Jacob,NJ,39784,US
#JC2336,melissa.lewis@gmail.com,paid,2025-11-09T15:20:09-08:00,USD,49.98,5.99,2.56,58.53,,0.0,2,Original Concentrate 6oz,24.99,original-concentrate-6oz,Melissa Lewis,New Michael,NY,17342,US,Melissa Lewis,New Michael,NY,17342,US
#JC2336,melissa.lewis@gmail.com,paid,2025-11-09T15:20:09-08:00,USD,24.99,5.99,2.07,33.05,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Melissa Lewis,New Michael,NY,17342,US,Melissa Lewis,New Michael,NY,17342,US
#JC2337,jessica.henderson@hotmail.com,paid,2025-11-29T08:20:55-06:00,USD,24.99,0.0,1.65,26.64,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Jessica Henderson,Jorgeburgh,OH,52937,US,Jessica Henderson,Jorgeburgh,OH,52937,US
#JC2338,stephen.duffy@hotmail.com,paid,2025-04-24T04:06:37-05:00,USD,59.99,9.99,4.82,74.8,,0.0,1,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Stephen Duffy,Bentleyberg,MN,70743,US,Stephen Duffy,Bentleyberg,MN,70743,US
#JC2338,stephen.duffy@hotmail.com,paid,2025-04-24T04:06:37-05:00,USD,26.99,7.99,2.51,37.49,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Stephen Duffy,Bentleyberg,MN,70743,US,Stephen Duffy,Bentleyberg,MN,70743,US
#JC2339,james.soto@yahoo.com,paid,2025-03-03T16:34:15-07:00,USD,89.98,0.0,5.86,95.84,,0.0,2,Starter Kit,44.99,starter-kit,James Soto,Lake Nathan,MN,86656,US,James Soto,Lake Nathan,MN,86656,US
#JC2340,deborah.dixon@gmail.com,paid,2025-08-16T01:27:31-08:00,USD,34.99,0.0,2.04,37.03,,0.0,1,Cold Brew Kit,34.99,cold-brew-kit,Deborah Dixon,Underwoodmouth,OH,57337,US,Deborah Dixon,Underwoodmouth,OH,57337,US
#JC2340,deborah.dixon@gmail.com,paid,2025-08-16T01:27:31-08:00,USD,27.99,7.99,2.74,38.72,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Deborah Dixon,Underwoodmouth,OH,57337,US,Deborah Dixon,Underwoodmouth,OH,57337,US
#JC2340,deborah.dixon@gmail.com,paid,2025-08-16T01:27:31-08:00,USD,26.99,7.99,2.21,37.19,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Deborah Dixon,Underwoodmouth,OH,57337,US,Deborah Dixon,Underwoodmouth,OH,57337,US
#JC2341,nicholas.maynard@gmail.com,paid,2025-11-12T23:33:33-06:00,USD,27.99,9.99,2.5,40.48,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Nicholas Maynard,West Davidville,MO,90151,US,Nicholas Maynard,West Davidville,MO,90151,US
#JC2342,amy.jones@hotmail.com,paid,2025-01-17T08:25:30-06:00,USD,26.99,9.99,1.18,31.41,HOLIDAY25,6.75,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Amy Jones,West Reginaview,LA,19680,US,Amy Jones,West Reginaview,LA,19680,US
#JC2343,misty.perez@gmail.com,paid,2025-03-06T11:00:48-05:00,USD,59.99,5.99,3.57,54.55,HOLIDAY25,15.0,1,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Misty Perez,South Tiffanybury,VA,50129,US,Misty Perez,South Tiffanybury,VA,50129,US
#JC2343,misty.perez@gmail.com,paid,2025-03-06T11:00:48-05:00,USD,26.99,5.99,1.67,27.9,HOLIDAY25,6.75,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Misty Perez,South Tiffanybury,VA,50129,US,Misty Perez,South Tiffanybury,VA,50129,US
#JC2344,stephanie.patton@gmail.com,paid,2025-02-06T05:15:59-07:00,USD,26.99,9.99,1.58,38.56,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Stephanie Patton,New Jessica,MD,40681,US,Stephanie Patton,New Jessica,MD,40681,US
#JC2345,brianna.roman@gmail.com,paid,2025-10-02T04:26:25-05:00,USD,62.99,9.99,5.78,78.76,,0.0,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Brianna Roman,Jackieport,OR,72792,US,Brianna Roman,Jackieport,OR,72792,US
#JC2345,brianna.roman@gmail.com,paid,2025-10-02T04:26:25-05:00,USD,24.99,0.0,2.15,27.14,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Brianna Roman,Jackieport,OR,72792,US,Brianna Roman,Jackieport,OR,72792,US
#JC2346,joseph.garcia@gmail.com,paid,2025-09-02T23:48:05-06:00,USD,26.99,5.99,1.4,27.63,HOLIDAY25,6.75,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Joseph Garcia,West Stacey,LA,51561,US,Joseph Garcia,West Stacey,LA,51561,US
#JC2347,henry.shaffer@hotmail.com,paid,2025-01-02T13:01:59-06:00,USD,119.98,0.0,8.84,128.82,,0.0,2,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Henry Shaffer,Woodsberg,MN,34456,US,Henry Shaffer,Woodsberg,MN,34456,US
#JC2348,,paid,2025-06-05T12:18:13-07:00,USD,53.98,5.99,4.26,56.13,SUMMER15,8.1,2,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Albert Palmer,East Nicholas,MD,96894,US,Albert Palmer,East Nicholas,MD,96894,US
#JC2349,,paid,2025-09-07T06:50:26-05:00,USD,53.98,0.0,3.75,57.73,,0.0,2,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Joseph Sellers,Jasminebury,UT,89396,US,Joseph Sellers,Jasminebury,UT,89396,US
#JC2349,,paid,2025-09-07T06:50:26-05:00,USD,27.99,7.99,1.56,37.54,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Joseph Sellers,Jasminebury,UT,89396,US,Joseph Sellers,Jasminebury,UT,89396,US
#JC2350,charlotte.mann@gmail.com,paid,2025-10-15T05:29:30-08:00,USD,34.99,5.99,2.84,43.82,,0.0,1,Cold Brew Kit,34.99,cold-brew-kit,Charlotte Mann,Andersenmouth,TN,66329,US,Charlotte Mann,Andersenmouth,TN,66329,US
#JC2350,charlotte.mann@gmail.com,paid,2025-10-15T05:29:30-08:00,USD,27.99,7.99,2.63,38.61,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Charlotte Mann,Andersenmouth,TN,66329,US,Charlotte Mann,Andersenmouth,TN,66329,US
#JC2350,charlotte.mann@gmail.com,paid,2025-10-15T05:29:30-08:00,USD,53.98,9.99,3.58,67.55,,0.0,2,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Charlotte Mann,Andersenmouth,TN,66329,US,Charlotte Mann,Andersenmouth,TN,66329,US
#JC2351,justin.cisneros@hotmail.com,refunded,,USD,26.99,5.99,1.95,34.93,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Justin Cisneros,West Cynthia,TN,11896,US,Justin Cisneros,West Cynthia,TN,11896,US
#JC2351,justin.cisneros@hotmail.com,refunded,,USD,54.99,7.99,2.96,65.94,,0.0,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Justin Cisneros,West Cynthia,TN,11896,US,Justin Cisneros,West Cynthia,TN,11896,US
#JC2352,stacey.russell@yahoo.com,voided,,USD,26.99,7.99,2.39,37.37,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Stacey Russell,Lake Christopherbury,IN,12773,US,Stacey Russell,Lake Christopherbury,IN,12773,US
#JC2352,stacey.russell@yahoo.com,voided,,USD,26.99,5.99,1.86,34.84,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Stacey Russell,Lake Christopherbury,IN,12773,US,Stacey Russell,Lake Christopherbury,IN,12773,US
#JC2353,frederick.brown@hotmail.com,paid,2025-10-14T17:36:02-07:00,USD,26.99,0.0,2.15,29.14,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Frederick Brown,Angelafort,IL,01902,US,Frederick Brown,Angelafort,IL,01902,US
#JC2354,suzanne.coleman@hotmail.com,paid,2025-04-28T10:40:56-07:00,USD,59.99,0.0,5.51,65.5,,0.0,1,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Suzanne Coleman,South Tyler,NC,90301,US,Suzanne Coleman,South Tyler,NC,90301,US
#JC2355,whitney.barron@hotmail.com,paid,2025-01-25T07:30:34-05:00,USD,26.99,5.99,1.96,34.94,,0.0,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Whitney Barron,South Alexanderborough,AZ,98269,US,Whitney Barron,South Alexanderborough,AZ,98269,US
#JC2356,adrian.coleman@hotmail.com,paid,2025-12-17T08:17:13-08:00,USD,119.98,9.99,7.53,137.5,,0.0,2,Mocha Concentrate 18oz,59.99,mocha-concentrate-18oz,Adrian Coleman,Johnhaven,AL,90164,US,Adrian Coleman,Johnhaven,AL,90164,US
#JC2357,chelsea.lawson@gmail.com,paid,2025-06-15T04:43:56-08:00,USD,62.99,0.0,4.79,67.78,,0.0,1,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Chelsea Lawson,East Charles,WA,17975,US,Chelsea Lawson,East Charles,WA,17975,US
#JC2358,willie.farley@yahoo.com,paid,2025-11-24T19:36:02-05:00,USD,54.99,9.99,2.8,67.78,,0.0,1,Original Concentrate 18oz,54.99,original-concentrate-18oz,Willie Farley,Graystad,TN,15342,US,Willie Farley,Graystad,TN,15342,US
#JC2358,willie.farley@yahoo.com,paid,2025-11-24T19:36:02-05:00,USD,59.97,7.99,4.23,72.19,,0.0,3,Travel Mug,19.99,travel-mug,Willie Farley,Graystad,TN,15342,US,Willie Farley,Graystad,TN,15342,US
#JC2358,willie.farley@yahoo.com,paid,2025-11-24T19:36:02-05:00,USD,49.98,0.0,3.34,53.32,,0.0,2,Original Concentrate 6oz,24.99,original-concentrate-6oz,Willie Farley,Graystad,TN,15342,US,Willie Farley,Graystad,TN,15342,US
#JC2359,matthew.shelton@hotmail.com,paid,2025-01-23T07:28:17-08:00,USD,59.99,9.99,4.42,74.4,,0.0,1,Vanilla Concentrate 18oz,59.99,vanilla-concentrate-18oz,Matthew Shelton,West Kevinport,GA,35202,US,Matthew Shelton,West Kevinport,GA,35202,US
#JC2360,jason.rojas@hotmail.com,paid,2025-11-29T03:35:59-06:00,USD,34.99,0.0,2.82,37.81,,0.0,1,Cold Brew Kit,34.99,cold-brew-kit,Jason Rojas,Robinsonport,IL,84776,US,Jason Rojas,Robinsonport,IL,84776,US
#JC2361,zachary.barry@yahoo.com,paid,2025-10-15T16:41:32-08:00,USD,59.99,5.99,3.32,60.3,SUMMER15,9.0,1,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Zachary Barry,Browntown,IN,81179,US,Zachary Barry,Browntown,IN,81179,US
#JC2361,zachary.barry@yahoo.com,paid,2025-10-15T16:41:32-08:00,USD,125.98,9.99,10.64,127.71,SUMMER15,18.9,2,Decaf Concentrate 18oz,62.99,decaf-concentrate-18oz,Zachary Barry,Browntown,IN,81179,US,Zachary Barry,Browntown,IN,81179,US
#JC2362,steven.evans@gmail.com,paid,2025-01-28T10:51:40-07:00,USD,26.99,9.99,2.38,39.36,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Steven Evans,West Pamelaburgh,OK,53200,US,Steven Evans,West Pamelaburgh,OK,53200,US
#JC2362,steven.evans@gmail.com,paid,2025-01-28T10:51:40-07:00,USD,49.98,9.99,4.2,64.17,,0.0,2,Original Concentrate 6oz,24.99,original-concentrate-6oz,Steven Evans,West Pamelaburgh,OK,53200,US,Steven Evans,West Pamelaburgh,OK,53200,US
#JC2363,michael.garcia@yahoo.com,voided,,USD,26.99,5.99,2.38,35.36,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Michael Garcia,North Allison,WA,20648,US,Michael Garcia,North Allison,WA,20648,US
#JC2363,michael.garcia@yahoo.com,voided,,USD,49.99,0.0,4.18,54.17,,0.0,1,Variety Pack,49.99,variety-pack,Michael Garcia,North Allison,WA,20648,US,Michael Garcia,North Allison,WA,20648,US
#JC2364,robert.gentry@gmail.com,paid,2025-08-18T05:31:07-06:00,USD,55.98,7.99,4.06,62.43,WELCOME10,5.6,2,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Robert Gentry,Port Diane,NJ,30135,US,Robert Gentry,Port Diane,NJ,30135,US
#JC2364,robert.gentry@gmail.com,paid,2025-08-18T05:31:07-06:00,USD,27.99,7.99,1.46,34.64,WELCOME10,2.8,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Robert Gentry,Port Diane,NJ,30135,US,Robert Gentry,Port Diane,NJ,30135,US
#JC2364,robert.gentry@gmail.com,paid,2025-08-18T05:31:07-06:00,USD,26.99,5.99,2.39,32.67,WELCOME10,2.7,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Robert Gentry,Port Diane,NJ,30135,US,Robert Gentry,Port Diane,NJ,30135,US
#JC2365,thomas.brooks@yahoo.com,paid,2025-02-25T07:20:19-05:00,USD,26.99,7.99,2.09,33.02,SUMMER15,4.05,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,Thomas Brooks,Mcclainside,VA,35822,US,Thomas Brooks,Mcclainside,VA,35822,US
#JC2365,thomas.brooks@yahoo.com,paid,2025-02-25T07:20:19-05:00,USD,26.99,0.0,1.57,24.51,SUMMER15,4.05,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Thomas Brooks,Mcclainside,VA,35822,US,Thomas Brooks,Mcclainside,VA,35822,US
#JC2366,daniel.gonzales@yahoo.com,paid,2025-12-17T05:17:14-07:00,USD,59.99,0.0,4.24,64.23,,0.0,1,Caramel Concentrate 18oz,59.99,caramel-concentrate-18oz,Daniel Gonzales,East Michael,GA,57381,US,Daniel Gonzales,East Michael,GA,57381,US
#JC2366,daniel.gonzales@yahoo.com,paid,2025-12-17T05:17:14-07:00,USD,27.99,0.0,1.94,29.93,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Daniel Gonzales,East Michael,GA,57381,US,Daniel Gonzales,East Michael,GA,57381,US
#JC2367,adam.stephenson@hotmail.com,paid,2025-05-21T08:42:14-05:00,USD,19.99,7.99,1.88,29.86,,0.0,1,Travel Mug,19.99,travel-mug,Adam Stephenson,North Jake,CO,05777,US,Adam Stephenson,North Jake,CO,05777,US
#JC2368,dennis.fisher@yahoo.com,paid,2025-08-24T21:09:57-05:00,USD,27.99,0.0,2.02,30.01,,0.0,1,Decaf Concentrate 6oz,27.99,decaf-concentrate-6oz,Dennis Fisher,East Elizabethfort,OH,87695,US,Dennis Fisher,East Elizabethfort,OH,87695,US
#JC2368,dennis.fisher@yahoo.com,paid,2025-08-24T21:09:57-05:00,USD,24.99,0.0,1.89,26.88,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Dennis Fisher,East Elizabethfort,OH,87695,US,Dennis Fisher,East Elizabethfort,OH,87695,US
#JC2368,dennis.fisher@yahoo.com,paid,2025-08-24T21:09:57-05:00,USD,24.99,0.0,1.82,26.81,,0.0,1,Original Concentrate 6oz,24.99,original-concentrate-6oz,Dennis Fisher,East Elizabethfort,OH,87695,US,Dennis Fisher,East Elizabethfort,OH,87695,US
#JC2369,tonya.wilson@yahoo.com,paid,2025-06-17T05:38:26-06:00,USD,26.99,0.0,1.97,28.96,,0.0,1,Vanilla Concentrate 6oz,26.99,vanilla-concentrate-6oz,Tonya Wilson,Marshberg,LA,43084,US,Tonya Wilson,Marshberg,LA,43084,US
#JC2370,karen.deleon@yahoo.com,paid,2025-07-22T18:21:36-06:00,USD,49.98,9.99,3.25,48.23,FLASH30,14.99,2,Original Concentrate 6oz,24.99,original-concentrate-6oz,Karen Deleon,Andersonville,MA,03273,US,Karen Deleon,Andersonville,MA,03273,US
#JC2370,karen.deleon@yahoo.com,paid,2025-07-22T18:21:36-06:00,USD,26.99,9.99,1.33,30.21,FLASH30,8.1,1,Mocha Concentrate 6oz,26.99,mocha-concentrate-6oz,Karen Deleon,Andersonville,MA,03273,US,Karen Deleon,Andersonville,MA,03273,US
#JC2371,david.cooper@gmail.com,paid,2025-02-18T01:33:08-05:00,USD,26.99,7.99,1.73,36.71,,0.0,1,Caramel Concentrate 6oz,26.99,caramel-concentrate-6oz,David Cooper,North Erika,NY,45346,US,David Cooper,North Erika,NY,45346,US
